price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage
2490,kleinwagen,2006,manuell,60,forfour,5000,diesel,Other,nein
8900,kleinwagen,2009,manuell,120,cooper,100000,benzin,Other,nein
6999,coupe,1990,automatik,320,andere,150000,benzin,Other,ja
1450,limousine,1998,manuell,0,octavia,150000,benzin,Other,nein
900,limousine,1998,manuell,193,3er,150000,benzin,bmw,ja
1690,andere,2000,manuell,94,andere,150000,diesel,fiat,nein
690,limousine,1999,automatik,102,a_klasse,90000,benzin,mercedes_benz,nein
5550,kombi,2008,automatik,140,passat,150000,diesel,volkswagen,nein
5600,kleinwagen,2010,manuell,73,2_reihe,70000,benzin,peugeot,nein
6315,limousine,1996,manuell,101,3er,150000,benzin,bmw,ja
45500,coupe,1982,manuell,204,911,70000,benzin,Other,nein
6315,limousine,2000,manuell,0,golf,150000,benzin,ford,nein
6315,limousine,1994,manuell,0,golf,150000,benzin,fiat,nein
11750,kombi,2006,automatik,150,e_klasse,150000,diesel,mercedes_benz,nein
6315,kombi,2003,manuell,163,golf,80000,benzin,mercedes_benz,nein
5500,kombi,2011,automatik,184,3er,150000,diesel,bmw,ja
1750,limousine,2016,manuell,75,sandero,70000,benzin,Other,ja
1299,limousine,2017,manuell,75,leon,150000,benzin,seat,nein
13900,bus,2008,automatik,131,transporter,150000,diesel,volkswagen,nein
1350,kombi,1998,manuell,140,v70,150000,diesel,Other,nein
7800,limousine,2003,manuell,131,golf,150000,diesel,volkswagen,nein
6315,kleinwagen,1998,manuell,0,golf,150000,benzin,Other,ja
600,coupe,2000,manuell,90,andere,150000,benzin,ford,nein
3500,suv,2003,manuell,150,cr_reihe,150000,benzin,Other,ja
550,kleinwagen,2001,manuell,75,2_reihe,150000,benzin,peugeot,nein
5490,kombi,2002,manuell,170,v70,150000,benzin,Other,nein
1000,limousine,1991,manuell,69,golf,150000,benzin,volkswagen,nein
6500,bus,2006,manuell,150,andere,125000,benzin,Other,ja
3450,limousine,2000,manuell,116,a4,150000,diesel,audi,nein
6315,suv,1997,manuell,127,rav,150000,benzin,Other,ja
6800,bus,2006,manuell,105,golf,125000,diesel,volkswagen,nein
6315,limousine,1998,manuell,0,mondeo,100000,benzin,ford,ja
5999,kleinwagen,2008,manuell,69,500,90000,benzin,fiat,nein
3100,kombi,1994,automatik,0,e_klasse,150000,benzin,mercedes_benz,nein
2850,limousine,2016,manuell,155,mondeo,150000,diesel,ford,nein
999,limousine,1997,manuell,101,a3,150000,benzin,audi,nein
18850,limousine,2013,automatik,136,1er,40000,benzin,bmw,nein
3999,kleinwagen,2010,manuell,76,punto,100000,lpg,fiat,nein
27500,suv,2012,automatik,396,golf,30000,benzin,Other,nein
999,limousine,1994,manuell,71,vectra,150000,benzin,opel,nein
1500,kombi,1997,manuell,150,passat,150000,lpg,volkswagen,nein
7777,cabrio,2008,manuell,150,2_reihe,100000,benzin,peugeot,nein
6199,limousine,2006,automatik,163,a4,150000,diesel,audi,nein
3700,limousine,2004,manuell,140,golf,150000,diesel,volkswagen,ja
10450,limousine,2005,automatik,224,a6,150000,diesel,audi,nein
8900,kombi,2004,manuell,131,a4,150000,diesel,audi,nein
500,kleinwagen,1996,manuell,54,micra,125000,benzin,Other,nein
6315,kleinwagen,2005,manuell,71,astra,150000,benzin,opel,nein
3250,limousine,2016,manuell,175,5er,150000,benzin,bmw,nein
5999,bus,2007,automatik,139,andere,150000,diesel,renault,nein
500,cabrio,1999,manuell,0,3_reihe,5000,benzin,peugeot,nein
750,limousine,1998,manuell,143,5er,150000,diesel,bmw,nein
11490,bus,2011,manuell,105,golf,30000,benzin,volkswagen,nein
2350,kleinwagen,2006,manuell,80,polo,150000,diesel,volkswagen,nein
500,kleinwagen,1996,manuell,44,andere,30000,benzin,Other,ja
6315,limousine,2016,manuell,100,vectra,150000,benzin,opel,nein
8150,kombi,2008,manuell,170,octavia,150000,benzin,Other,nein
3650,limousine,2004,manuell,131,bora,150000,diesel,volkswagen,nein
14000,cabrio,2005,automatik,163,slk,40000,benzin,mercedes_benz,nein
8500,bus,2012,automatik,200,s_max,60000,diesel,ford,nein
2990,bus,2002,manuell,0,zafira,150000,benzin,opel,nein
10950,kombi,2007,manuell,232,a4,150000,diesel,audi,nein
650,kleinwagen,1998,manuell,54,corsa,150000,benzin,opel,nein
4700,kleinwagen,2004,manuell,61,a2,150000,diesel,audi,nein
1500,kleinwagen,1999,manuell,0,forfour,150000,benzin,Other,nein
8900,limousine,2004,automatik,224,a6,30000,diesel,audi,nein
20900,limousine,2009,automatik,197,5er,100000,diesel,bmw,nein
7777,bus,2009,manuell,147,verso,150000,benzin,Other,ja
7800,limousine,2009,manuell,160,golf,125000,cng,volkswagen,nein
3300,kombi,2001,manuell,129,c_klasse,150000,benzin,mercedes_benz,nein
4990,coupe,2000,manuell,118,3er,125000,benzin,bmw,nein
47700,bus,2015,automatik,179,transporter,20000,diesel,volkswagen,nein
2400,kombi,2001,automatik,163,c_klasse,150000,benzin,mercedes_benz,nein
1000,limousine,2006,manuell,0,golf,100000,benzin,mercedes_benz,nein
11000,kleinwagen,2013,manuell,100,andere,40000,benzin,opel,nein
6315,kombi,1995,manuell,136,omega,150000,benzin,opel,ja
5999,kleinwagen,2006,manuell,105,golf,150000,diesel,volkswagen,nein
8900,bus,2010,manuell,110,golf,125000,diesel,volkswagen,nein
3899,kleinwagen,2009,manuell,70,ka,100000,benzin,ford,nein
5900,kleinwagen,1971,manuell,18,500,50000,benzin,fiat,nein
650,kleinwagen,1996,manuell,60,corsa,150000,benzin,opel,nein
6315,limousine,2005,manuell,147,astra,5000,benzin,opel,nein
7700,kleinwagen,2009,manuell,97,fiesta,60000,benzin,ford,nein
8500,limousine,1980,manuell,0,golf,100000,benzin,Other,nein
6315,cabrio,1995,manuell,0,golf,150000,benzin,volkswagen,ja
15990,coupe,2009,manuell,239,a5,150000,diesel,audi,nein
4000,limousine,2001,automatik,272,7er,150000,benzin,bmw,ja
13200,kombi,2011,automatik,190,a4,150000,diesel,audi,nein
650,kleinwagen,1997,manuell,75,golf,5000,benzin,volkswagen,nein
2990,kombi,2002,automatik,170,5er,150000,benzin,bmw,nein
5000,bus,2004,manuell,105,touran,150000,diesel,volkswagen,nein
7750,limousine,2010,manuell,122,golf,125000,benzin,volkswagen,nein
6315,kombi,2000,manuell,101,vectra,150000,diesel,opel,nein
6450,limousine,2016,manuell,80,golf,125000,benzin,volkswagen,nein
23250,kombi,2012,manuell,177,a4,70000,diesel,audi,nein
4200,kombi,2003,manuell,150,3er,150000,diesel,bmw,nein
1400,cabrio,1998,manuell,101,golf,150000,benzin,volkswagen,nein
8700,andere,2008,manuell,128,andere,80000,diesel,Other,nein
7150,limousine,2002,manuell,150,e_klasse,150000,diesel,mercedes_benz,nein
7300,limousine,2006,manuell,163,3er,150000,diesel,bmw,nein
6315,kombi,1997,manuell,60,cordoba,150000,benzin,seat,nein
3500,cabrio,1983,automatik,0,sl,150000,benzin,mercedes_benz,nein
1199,limousine,2000,manuell,115,mondeo,150000,benzin,ford,nein
900,kleinwagen,2001,manuell,60,polo,150000,benzin,volkswagen,ja
1950,limousine,2000,manuell,150,5er,150000,benzin,bmw,nein
17800,coupe,2014,manuell,186,andere,20000,benzin,Other,nein
500,coupe,1991,manuell,45,polo,150000,benzin,volkswagen,nein
600,limousine,2017,manuell,0,3er,150000,benzin,bmw,nein
1450,kombi,1998,manuell,75,a4,150000,benzin,audi,nein
1000,kleinwagen,2000,manuell,82,2_reihe,150000,benzin,peugeot,nein
1200,limousine,1984,manuell,0,golf,80000,diesel,volkswagen,nein
1650,limousine,2003,manuell,80,fiesta,150000,benzin,ford,nein
14300,kombi,2010,automatik,125,a3,90000,benzin,audi,nein
800,limousine,2017,manuell,98,corsa,150000,benzin,opel,nein
550,coupe,1995,manuell,105,3er,150000,benzin,bmw,nein
35950,cabrio,2011,automatik,340,golf,40000,benzin,bmw,nein
40990,bus,2013,manuell,140,transporter,20000,diesel,volkswagen,nein
19300,limousine,2017,manuell,143,golf,125000,benzin,audi,nein
16700,coupe,2008,manuell,239,a5,150000,diesel,audi,nein
2200,kleinwagen,2001,manuell,90,a_klasse,150000,diesel,mercedes_benz,nein
8500,bus,2008,automatik,140,touran,150000,diesel,volkswagen,nein
1700,kleinwagen,2000,manuell,75,polo,150000,diesel,volkswagen,nein
8900,kleinwagen,2014,manuell,69,1_reihe,5000,benzin,peugeot,nein
699,kleinwagen,2000,manuell,54,seicento,125000,benzin,fiat,ja
2200,limousine,2004,manuell,75,ibiza,150000,benzin,seat,nein
5000,kleinwagen,2009,automatik,71,fortwo,70000,benzin,Other,nein
14900,bus,2010,manuell,140,transporter,80000,diesel,volkswagen,nein
8000,bus,2011,automatik,140,sharan,70000,diesel,volkswagen,nein
6315,kleinwagen,2001,manuell,0,andere,5000,diesel,Other,nein
6000,cabrio,1991,automatik,130,3er,150000,benzin,bmw,nein
1200,kombi,2000,manuell,105,golf,150000,benzin,volkswagen,nein
8900,limousine,2004,manuell,211,3er,150000,benzin,bmw,nein
6315,limousine,2000,manuell,350,golf,100000,benzin,audi,nein
650,limousine,1998,manuell,75,a_klasse,150000,benzin,mercedes_benz,ja
6315,kleinwagen,1997,manuell,60,polo,150000,benzin,volkswagen,ja
4750,limousine,2002,manuell,102,a3,80000,benzin,audi,nein
1099,limousine,1995,manuell,122,c_klasse,150000,benzin,mercedes_benz,ja
1650,kleinwagen,2006,manuell,75,modus,150000,benzin,renault,nein
890,limousine,1999,automatik,125,a3,90000,benzin,audi,nein
500,limousine,1989,manuell,100,andere,150000,benzin,ford,ja
8599,kleinwagen,2013,manuell,75,fiesta,70000,diesel,ford,nein
9250,coupe,2010,manuell,116,1er,125000,diesel,bmw,nein
2750,kleinwagen,2005,manuell,75,colt,150000,benzin,Other,nein
5890,kleinwagen,2011,manuell,84,fortwo,60000,benzin,Other,nein
1250,kleinwagen,1999,manuell,50,polo,150000,benzin,volkswagen,nein
1980,bus,1990,manuell,92,transporter,150000,benzin,volkswagen,nein
1950,kleinwagen,2002,manuell,75,polo,150000,diesel,volkswagen,nein
21700,limousine,2012,automatik,211,q5,125000,benzin,audi,nein
6315,kombi,1993,automatik,87,voyager,150000,diesel,Other,nein
1050,limousine,2017,manuell,0,kangoo,150000,benzin,renault,nein
525,kleinwagen,1996,manuell,60,corsa,150000,benzin,opel,nein
4500,bus,2004,manuell,120,c_max,150000,benzin,ford,nein
8400,cabrio,2004,automatik,163,slk,150000,benzin,mercedes_benz,nein
4400,coupe,2009,automatik,71,fortwo,80000,benzin,Other,nein
13700,suv,2013,manuell,135,i_reihe,40000,benzin,Other,nein
6200,limousine,2010,manuell,90,i_reihe,100000,diesel,Other,nein
1500,limousine,2000,manuell,75,golf,150000,benzin,volkswagen,nein
2300,kombi,1999,manuell,118,3er,150000,benzin,bmw,nein
6315,kleinwagen,2001,manuell,54,corsa,150000,benzin,opel,ja
84000,limousine,2015,automatik,455,andere,5000,benzin,mercedes_benz,nein
10750,kombi,2008,manuell,179,a4,150000,benzin,audi,nein
7700,kleinwagen,2013,manuell,69,500,50000,benzin,fiat,nein
2950,limousine,2007,manuell,87,logan,150000,lpg,Other,nein
1150,kleinwagen,2000,manuell,58,twingo,125000,benzin,renault,nein
3925,kombi,2006,manuell,170,a4,150000,diesel,audi,nein
500,kleinwagen,1996,manuell,45,corsa,150000,benzin,opel,ja
9000,kombi,2010,manuell,102,golf,90000,benzin,volkswagen,nein
1599,kleinwagen,1997,automatik,0,polo,100000,benzin,volkswagen,nein
19000,limousine,2010,automatik,204,5er,125000,benzin,bmw,nein
11950,bus,2002,automatik,102,transporter,150000,diesel,volkswagen,nein
24999,bus,2010,manuell,179,transporter,125000,diesel,volkswagen,nein
6600,kombi,2008,manuell,170,passat,150000,benzin,volkswagen,nein
6315,coupe,2000,automatik,306,cl,150000,benzin,mercedes_benz,nein
3199,limousine,2007,manuell,150,astra,150000,diesel,opel,nein
2500,kombi,1997,automatik,280,e_klasse,150000,benzin,mercedes_benz,nein
6950,cabrio,2006,manuell,140,3_reihe,90000,benzin,peugeot,nein
9900,kombi,2012,manuell,120,golf,50000,benzin,peugeot,nein
1200,bus,2002,manuell,0,andere,5000,diesel,fiat,nein
5400,limousine,2006,manuell,80,golf,90000,benzin,volkswagen,nein
1300,limousine,2000,manuell,50,polo,5000,benzin,volkswagen,nein
799,limousine,2005,manuell,0,lupo,150000,benzin,volkswagen,nein
750,kleinwagen,1991,manuell,58,andere,125000,benzin,renault,nein
19300,limousine,2011,automatik,143,a4,90000,diesel,audi,nein
6315,limousine,2017,manuell,144,850,150000,benzin,Other,nein
7999,suv,2004,automatik,203,andere,125000,lpg,Other,nein
6450,cabrio,2002,manuell,163,slk,125000,benzin,mercedes_benz,nein
24900,cabrio,2012,automatik,204,1er,50000,diesel,bmw,nein
11500,limousine,2010,automatik,156,outlander,150000,diesel,Other,nein
9600,kombi,2008,automatik,140,passat,150000,diesel,volkswagen,nein
900,kleinwagen,1999,manuell,105,3er,150000,benzin,bmw,nein
12300,limousine,2009,automatik,110,golf,125000,diesel,volkswagen,nein
3100,kombi,2001,manuell,171,vectra,150000,benzin,opel,nein
6200,suv,2006,manuell,145,santa,125000,lpg,Other,nein
9800,limousine,2010,manuell,105,polo,40000,benzin,volkswagen,nein
2450,limousine,2004,manuell,116,3er,150000,benzin,bmw,nein
600,kleinwagen,2000,automatik,41,fortwo,150000,diesel,Other,ja
2950,limousine,2004,manuell,136,3_reihe,150000,diesel,peugeot,nein
1750,limousine,2016,manuell,116,galaxy,150000,diesel,ford,ja
14999,limousine,1985,manuell,122,golf,150000,benzin,bmw,nein
750,kombi,1994,manuell,116,passat,150000,benzin,volkswagen,nein
13000,bus,2010,manuell,150,3_reihe,90000,diesel,peugeot,nein
5500,kombi,2005,manuell,140,a3,150000,diesel,audi,nein
4300,limousine,2007,manuell,90,golf,150000,diesel,volkswagen,nein
3790,limousine,2007,manuell,150,laguna,150000,diesel,renault,nein
6315,kleinwagen,2000,manuell,0,cuore,125000,benzin,Other,nein
500,kleinwagen,2000,manuell,60,corsa,125000,benzin,opel,nein
14000,kombi,2006,automatik,232,a6,150000,diesel,audi,nein
800,kleinwagen,2002,manuell,61,fortwo,125000,benzin,Other,ja
6000,kombi,2001,manuell,192,3er,150000,benzin,bmw,nein
13500,cabrio,1992,manuell,120,spider,125000,benzin,Other,nein
15000,limousine,2012,manuell,211,golf,80000,benzin,volkswagen,nein
5200,limousine,2016,manuell,110,micra,30000,benzin,Other,nein
6315,kombi,1994,manuell,0,golf,150000,benzin,opel,nein
8850,kombi,2006,automatik,272,5er,150000,diesel,bmw,nein
1600,bus,2001,manuell,125,andere,150000,benzin,Other,nein
6315,kleinwagen,1997,manuell,65,corsa,150000,benzin,opel,nein
6315,bus,1998,manuell,90,scenic,150000,benzin,renault,nein
950,limousine,2000,manuell,82,a_klasse,150000,benzin,mercedes_benz,nein
8999,bus,2006,manuell,105,touran,90000,diesel,volkswagen,nein
2100,cabrio,2002,manuell,109,2_reihe,150000,benzin,peugeot,nein
2800,bus,1992,automatik,175,andere,5000,benzin,Other,nein
599,kleinwagen,2000,manuell,60,punto,150000,benzin,fiat,nein
4500,bus,2005,manuell,125,zafira,125000,benzin,opel,nein
2000,limousine,1997,automatik,2402,a8,150000,benzin,audi,ja
2450,limousine,2003,automatik,177,e_klasse,150000,benzin,mercedes_benz,nein
3190,kleinwagen,2007,manuell,54,fabia,80000,benzin,Other,nein
999,kleinwagen,1997,manuell,50,polo,150000,benzin,volkswagen,nein
750,limousine,1999,manuell,82,astra,150000,diesel,opel,nein
11250,cabrio,2007,automatik,232,a4,150000,diesel,audi,nein
12700,bus,2010,manuell,140,touran,90000,benzin,volkswagen,nein
1450,kleinwagen,2005,manuell,60,corsa,125000,benzin,opel,nein
1100,limousine,1989,manuell,0,601,80000,andere,Other,nein
1900,limousine,2002,manuell,150,3er,150000,diesel,bmw,nein
1500,kombi,1998,manuell,150,3er,150000,benzin,bmw,nein
4590,kleinwagen,2007,manuell,86,ibiza,80000,benzin,seat,ja
4500,kleinwagen,2005,manuell,116,cooper,150000,benzin,Other,nein
12500,limousine,2015,manuell,116,astra,20000,benzin,opel,nein
8500,limousine,1980,automatik,320,andere,150000,benzin,ford,nein
10900,limousine,2002,manuell,265,impreza,90000,benzin,Other,nein
6600,bus,2003,manuell,0,andere,150000,diesel,Other,nein
1500,limousine,2003,manuell,103,astra,150000,benzin,opel,nein
6315,limousine,1995,manuell,110,3er,150000,benzin,bmw,nein
1200,limousine,1998,automatik,0,passat,150000,benzin,volkswagen,nein
500,kleinwagen,1997,manuell,0,twingo,150000,benzin,renault,nein
5000,kombi,2008,manuell,101,focus,125000,benzin,ford,nein
6315,kleinwagen,1995,manuell,0,polo,125000,benzin,volkswagen,nein
6315,kleinwagen,1994,manuell,45,corsa,150000,benzin,opel,nein
15999,limousine,2009,manuell,177,5er,125000,diesel,bmw,nein
11500,limousine,2009,manuell,102,a3,60000,benzin,audi,nein
6315,limousine,2016,manuell,59,ibiza,150000,benzin,seat,nein
2500,bus,1998,manuell,92,transporter,150000,diesel,volkswagen,ja
14500,limousine,2013,manuell,122,cooper,30000,benzin,Other,nein
1100,kleinwagen,2002,manuell,58,twingo,150000,benzin,renault,nein
5000,bus,2005,automatik,120,espace,150000,diesel,renault,nein
1400,kleinwagen,2005,manuell,75,ibiza,150000,benzin,seat,ja
2200,limousine,2009,manuell,58,fabia,90000,benzin,Other,nein
6290,coupe,2009,automatik,71,fortwo,40000,benzin,Other,nein
1111,limousine,1998,manuell,75,golf,150000,benzin,volkswagen,nein
1450,kleinwagen,1999,manuell,60,micra,150000,benzin,Other,nein
6315,kleinwagen,2006,manuell,0,golf,150000,benzin,volkswagen,nein
6315,limousine,1997,manuell,0,3_reihe,150000,benzin,peugeot,ja
800,limousine,1998,manuell,75,golf,150000,benzin,volkswagen,nein
5555,cabrio,2006,manuell,111,megane,125000,benzin,renault,nein
7999,kombi,2005,manuell,199,a6,150000,diesel,audi,nein
3500,kleinwagen,2008,manuell,97,rio,90000,benzin,Other,nein
6315,kombi,2009,manuell,105,golf,5000,diesel,volkswagen,nein
4799,kombi,2003,automatik,193,5er,150000,diesel,bmw,nein
7899,cabrio,2003,manuell,220,a4,150000,benzin,audi,nein
1200,kleinwagen,2001,automatik,0,golf,150000,diesel,Other,ja
700,kleinwagen,1997,manuell,106,tigra,150000,benzin,opel,ja
6315,kleinwagen,1996,manuell,60,1_reihe,150000,benzin,peugeot,ja
5800,kleinwagen,2007,manuell,80,polo,100000,benzin,volkswagen,nein
5000,kleinwagen,2010,manuell,0,corsa,100000,benzin,opel,nein
7299,limousine,2005,manuell,218,3er,150000,benzin,bmw,nein
6315,kleinwagen,1998,automatik,101,golf,5000,benzin,volkswagen,nein
825,kleinwagen,1996,manuell,65,golf,150000,benzin,opel,nein
1499,limousine,2001,manuell,179,omega,125000,benzin,opel,nein
2300,limousine,2017,manuell,90,a_klasse,150000,benzin,mercedes_benz,nein
3500,limousine,2017,manuell,101,touran,150000,diesel,volkswagen,nein
555,limousine,1997,manuell,101,a3,150000,benzin,audi,ja
19900,limousine,2010,automatik,184,e_klasse,50000,benzin,mercedes_benz,nein
800,kombi,1999,manuell,101,astra,150000,benzin,opel,nein
4600,cabrio,1997,manuell,101,golf,150000,benzin,volkswagen,nein
3500,cabrio,2005,manuell,61,fortwo,150000,benzin,Other,nein
6200,kombi,2010,automatik,114,vivaro,150000,diesel,opel,nein
1200,limousine,2000,manuell,0,arosa,150000,benzin,seat,nein
64900,cabrio,1965,manuell,320,mustang,5000,benzin,ford,nein
8000,kombi,2009,manuell,177,c_klasse,125000,diesel,mercedes_benz,nein
3950,bus,2002,automatik,204,sharan,150000,benzin,volkswagen,nein
3500,bus,2003,manuell,150,verso,150000,benzin,Other,nein
1950,limousine,2002,manuell,75,golf,150000,benzin,volkswagen,nein
6315,limousine,2000,manuell,90,mondeo,125000,benzin,ford,nein
6315,kleinwagen,1999,manuell,55,colt,150000,benzin,Other,ja
950,kombi,2003,manuell,101,focus,150000,diesel,ford,nein
4499,kombi,2008,manuell,111,megane,50000,benzin,renault,ja
1299,limousine,1995,automatik,90,a4,150000,diesel,audi,nein
6315,kleinwagen,1996,manuell,75,golf,150000,benzin,volkswagen,nein
4500,kleinwagen,2007,manuell,68,golf,70000,benzin,Other,nein
1900,andere,2001,manuell,147,astra,150000,benzin,opel,nein
1800,coupe,1989,manuell,150,a3,150000,benzin,audi,ja
2450,kombi,1997,manuell,125,a4,150000,benzin,audi,nein
1480,kombi,1996,manuell,75,astra,150000,benzin,opel,nein
2500,kleinwagen,2005,manuell,68,fiesta,150000,diesel,ford,nein
1300,andere,1996,manuell,60,combo,150000,benzin,opel,nein
500,limousine,1994,manuell,75,golf,150000,benzin,volkswagen,ja
3500,kombi,2004,manuell,116,avensis,150000,diesel,Other,nein
950,limousine,2003,manuell,82,golf,150000,diesel,renault,nein
6315,limousine,2016,manuell,150,a3,150000,benzin,audi,ja
5200,kombi,2006,manuell,140,passat,150000,diesel,volkswagen,nein
6000,limousine,2006,manuell,160,focus,150000,diesel,ford,nein
699,kleinwagen,2003,manuell,60,punto,60000,benzin,fiat,ja
4399,limousine,2007,manuell,85,golf,150000,benzin,volkswagen,nein
5299,limousine,2006,manuell,116,1er,150000,benzin,bmw,nein
6000,bus,2007,manuell,0,carnival,5000,diesel,Other,nein
3000,coupe,2003,manuell,0,3er,150000,benzin,bmw,nein
2700,kombi,2006,manuell,75,golf,150000,benzin,volkswagen,nein
690,limousine,1998,manuell,0,corsa,150000,benzin,opel,nein
17500,cabrio,2011,manuell,211,eos,50000,benzin,volkswagen,nein
9990,kombi,1994,manuell,286,5er,150000,benzin,bmw,nein
1000,kombi,1998,manuell,0,passat,5000,diesel,volkswagen,nein
550,kleinwagen,2001,automatik,82,a_klasse,150000,benzin,mercedes_benz,nein
