,index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
74126,74126,2016-03-05 17:55:11,Skoda_Fabia_1_9TDi,privat,Angebot,2950,test,kombi,2005,manuell,100,fabia,150000,11,diesel,skoda,nein,2016-03-05 00:00:00,0,18147,2016-03-05 19:15:42
112773,112773,2016-03-08 09:57:04,Toyota_RAV_4_4x4_Special__KLIMA__ALUFELGEN__CHROMPAKET,privat,Angebot,4990,control,suv,2001,manuell,150,rav,150000,4,benzin,toyota,nein,2016-03-08 00:00:00,0,55122,2016-04-06 04:45:03
137624,137624,2016-04-01 11:36:58,Volkswagen_Golf_1.4_Team,privat,Angebot,9780,test,limousine,2010,manuell,80,golf,60000,9,benzin,volkswagen,nein,2016-04-01 00:00:00,0,49170,2016-04-07 08:46:06
221605,221605,2016-03-30 17:50:13,Kia_Carens_EZ_2003_Tûv_1/17,privat,Angebot,1200,control,kombi,2003,manuell,0,golf,150000,0,benzin,kia,nein,2016-03-30 00:00:00,0,54290,2016-03-30 17:50:13
262998,262998,2016-04-03 16:44:45,BMW_525d_Aut.,privat,Angebot,23900,control,limousine,2010,automatik,204,5er,150000,5,diesel,bmw,nein,2016-04-03 00:00:00,0,89407,2016-04-05 15:46:54
13369,13369,2016-03-10 20:58:04,Golf_2_1.6_CL_70_PS_PN_Euro_2_Madison_TÜV_neu_Top_original,privat,Angebot,899,test,limousine,1990,manuell,70,golf,150000,0,benzin,volkswagen,nein,2016-03-10 00:00:00,0,27374,2016-04-06 09:17:42
175534,175534,2016-03-11 15:46:21,Volkswagen_Transporter_T4_TDi_2_5_fahrbereit,privat,Angebot,999,test,bus,1998,manuell,88,transporter,150000,5,diesel,volkswagen,nein,2016-03-11 00:00:00,0,10969,2016-03-14 12:46:00
148998,148998,2016-03-10 20:50:21,BMW_116i,privat,Angebot,6440,test,limousine,2009,manuell,122,1er,150000,7,benzin,bmw,nein,2016-03-10 00:00:00,0,44534,2016-03-11 09:17:56
19802,19802,2016-03-07 12:58:39,Golf_VII_Trendline_BlueMotion_77_KW__105_PS_,privat,Angebot,12500,test,limousine,2013,manuell,105,golf,40000,12,benzin,volkswagen,nein,2016-03-07 00:00:00,0,7356,2016-03-22 14:18:02
70940,70940,2016-03-22 00:36:17,dieses_Auto_ist_zu_renovieren_von_bosch,privat,Angebot,3200,control,limousine,2018,manuell,110,rio,150000,9,diesel,kia,nein,2016-03-22 00:00:00,0,88281,2016-04-05 18:15:46
26768,26768,2016-04-04 22:48:07,VW_Passat_1_6_Klima_Alu_Felgen_2001_TopGepflegt_TueV_bis_01/17,privat,Angebot,3450,test,limousine,2001,manuell,102,passat,150000,10,benzin,volkswagen,nein,2016-04-04 00:00:00,0,28757,2016-04-07 01:45:55
81504,81504,2016-03-05 19:38:31,Mercedes_Vito_TÜV_11_/_17__8_sitzer_/_Camper__gruene_Plakette_...,privat,Angebot,4000,test,bus,1999,manuell,102,vito,150000,4,diesel,mercedes_benz,nein,2016-03-05 00:00:00,0,7551,2016-03-17 17:46:27
303774,303774,2016-03-14 16:58:39,Verkaufe_Opel_Corsa_1_0_Klima,privat,Angebot,760,test,limousine,2017,manuell,54,corsa,150000,4,benzin,opel,nein,2016-03-14 00:00:00,0,15232,2016-03-15 11:46:43
273465,273465,2016-04-01 11:37:56,Zu_verkaufen,privat,Angebot,1350,test,kleinwagen,2002,automatik,41,fortwo,20000,2,diesel,smart,ja,2016-04-01 00:00:00,0,38116,2016-04-07 07:45:57
326343,326343,2016-03-12 14:56:31,Opel_Astra_Twin_Top_1.9_CDTI_Cosmo,privat,Angebot,6100,test,cabrio,2006,manuell,150,astra,150000,11,diesel,opel,nein,2016-03-12 00:00:00,0,92224,2016-04-01 05:16:17
26648,26648,2016-03-15 22:57:39,Fiat_Panda_25km/h_Bastlerwagen_Kupplungschaden,privat,Angebot,950,control,kleinwagen,1989,manuell,45,panda,60000,0,benzin,fiat,ja,2016-03-15 00:00:00,0,46117,2016-04-07 08:44:33
171024,171024,2016-03-28 13:52:32,Citroën_Berlingo_1.9_D_Advance,privat,Angebot,2450,test,bus,2006,manuell,69,berlingo,150000,2,diesel,citroen,nein,2016-03-28 00:00:00,0,67549,2016-04-06 17:45:54
343926,343926,2016-03-30 21:53:31,Mercedes_Benz_A_170_Autotronic_Sitzheizung_Tempomat_scheckheft,privat,Angebot,5980,test,limousine,2005,automatik,116,a_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-30 00:00:00,0,3205,2016-04-05 13:16:07
233761,233761,2016-03-10 21:43:07,Mercedes_Benz_ML_350_BlueTEC_4MATIC_7G_TRONIC__MwSt_ausweisbar,privat,Angebot,42900,control,suv,2013,automatik,258,m_klasse,80000,4,diesel,mercedes_benz,nein,2016-03-10 00:00:00,0,26180,2016-03-25 15:48:30
263011,263011,2016-03-30 21:57:12,Smart_Fortwo_Automatik_Klima_TÜV,privat,Angebot,3850,test,kleinwagen,2009,automatik,71,fortwo,80000,4,benzin,smart,nein,2016-03-30 00:00:00,0,10715,2016-04-05 12:20:51
34042,34042,2016-03-05 16:39:54,Citroën_C1_1.0_Advance,privat,Angebot,4000,control,kleinwagen,2008,manuell,68,c1,40000,3,benzin,citroen,nein,2016-03-05 00:00:00,0,47798,2016-04-05 14:17:49
314182,314182,2016-04-03 10:48:43,Hyundai_Genesis_Coupe_2.0__Garantie_/_Scheckheft_/_Umbau_,privat,Angebot,14990,control,coupe,2012,manuell,0,andere,50000,4,benzin,hyundai,nein,2016-04-03 00:00:00,0,58638,2016-04-07 11:46:19
147621,147621,2016-04-02 12:49:42,Kia_Rio_1.4_EX,privat,Angebot,3700,test,kleinwagen,2009,manuell,97,rio,100000,3,benzin,kia,nein,2016-04-02 00:00:00,0,92331,2016-04-06 10:46:56
19692,19692,2016-03-12 16:25:22,Renault_Grand_Espace__2.0_16v__7_Sitzer,privat,Angebot,599,test,bus,2000,manuell,140,espace,150000,9,benzin,renault,ja,2016-03-12 00:00:00,0,65555,2016-03-17 13:46:16
94237,94237,2016-03-14 13:59:55,BMW_E36_316i_Compact__M_Sportfahrwerk__Klima,privat,Angebot,1350,test,limousine,1997,manuell,102,3er,150000,7,benzin,bmw,nein,2016-03-14 00:00:00,0,91541,2016-04-02 20:15:31
56001,56001,2016-03-27 04:32:43,Chrysler_Stratus_2.0_Cabrio_dunkelblau,privat,Angebot,1000,control,cabrio,1998,manuell,133,andere,150000,8,benzin,chrysler,nein,2016-03-27 00:00:00,0,65549,2016-04-04 20:17:08
150042,150042,2016-03-14 19:48:32,Audi_A3_Sportback_2.0_TDI,privat,Angebot,3450,test,kombi,2005,manuell,140,a3,150000,4,diesel,audi,nein,2016-03-14 00:00:00,0,60320,2016-03-15 00:51:09
211893,211893,2016-04-01 22:49:42,Opel_Combo_1_7_cdti,privat,Angebot,3800,test,bus,2008,manuell,101,combo,150000,5,diesel,opel,nein,2016-04-01 00:00:00,0,24969,2016-04-05 20:47:38
134419,134419,2016-03-23 14:52:45,Volkswagen_Bora_1.4,privat,Angebot,1499,test,limousine,2000,manuell,75,bora,150000,8,benzin,volkswagen,nein,2016-03-23 00:00:00,0,22767,2016-04-01 20:17:49
170737,170737,2016-03-27 11:46:51,Verkaufe_Twingo,privat,Angebot,1000,test,kleinwagen,2002,manuell,58,twingo,150000,8,benzin,renault,nein,2016-03-27 00:00:00,0,91572,2016-04-07 06:46:32
347239,347239,2016-03-08 19:51:05,Mercedes_C_200_CDI_KOMBI_FACELIFT,privat,Angebot,4400,test,kombi,2006,manuell,122,c_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-08 00:00:00,0,44145,2016-03-09 03:45:12
209790,209790,2016-03-16 17:58:42,Toyota_RAV_4_Special,privat,Angebot,3500,control,suv,1998,manuell,128,rav,150000,6,benzin,toyota,nein,2016-03-16 00:00:00,0,27793,2016-03-19 15:50:16
117968,117968,2016-03-29 21:39:54,Ford_Fiesta_ST,privat,Angebot,3190,test,kleinwagen,2005,manuell,150,fiesta,150000,0,benzin,ford,nein,2016-03-29 00:00:00,0,93049,2016-04-06 07:46:24
228330,228330,2016-03-05 21:53:36,Opel_Astra_1.6_Caravan__NAVI__AHK__Einparkhilfe..._,privat,Angebot,6900,test,kombi,2009,manuell,116,astra,90000,8,benzin,opel,nein,2016-03-05 00:00:00,0,16835,2016-04-07 14:32:42
291533,291533,2016-03-05 15:40:10,Mercedes_Benz_Vito_108_CDI,privat,Angebot,3750,control,bus,2002,manuell,82,vito,150000,6,diesel,mercedes_benz,nein,2016-03-05 00:00:00,0,87509,2016-03-06 03:16:23
331843,331843,2016-03-21 18:45:08,VW_Polo_6N_LKW_Zulassung_TÜV_neu,privat,Angebot,650,test,limousine,2000,manuell,0,polo,150000,0,benzin,volkswagen,nein,2016-03-21 00:00:00,0,74855,2016-04-06 20:18:34
130521,130521,2016-03-18 16:06:22,Kia_Ceed_1_6_CRDi_Top_Austattung!_Herstellergarantie_bis_2017,privat,Angebot,8000,test,limousine,2010,manuell,90,ceed,125000,10,diesel,kia,nein,2016-03-18 00:00:00,0,65195,2016-04-06 04:44:37
219989,219989,2016-03-09 07:56:24,Opel_Astra_H_Caravan_mit_LPG_Gas,privat,Angebot,3600,test,kombi,2005,manuell,0,astra,150000,4,lpg,opel,nein,2016-03-09 00:00:00,0,26810,2016-03-09 17:45:52
356111,356111,2016-03-22 20:53:21,730_d_M_SPORTPAKET_Navi_Prof_1_Hand,privat,Angebot,18000,control,limousine,2010,automatik,245,7er,60000,11,diesel,bmw,nein,2016-03-22 00:00:00,0,10115,2016-03-22 21:45:38
29036,29036,2016-03-30 16:51:27,Mazda_626_1.9,privat,Angebot,800,test,kombi,1998,manuell,90,6_reihe,150000,9,benzin,mazda,nein,2016-03-30 00:00:00,0,68167,2016-04-07 07:45:08
135772,135772,2016-03-10 10:50:57,Mercedes_Benz_B_180_CDI_Autotronic,privat,Angebot,10500,test,bus,2007,automatik,109,b_klasse,60000,3,diesel,mercedes_benz,nein,2016-03-10 00:00:00,0,52072,2016-04-04 19:16:16
167604,167604,2016-04-03 13:36:19,Volkswagen_Golf_1.9_TDI_KLIMA_SHZ_BBS_FELGEN_1HAND,privat,Angebot,5980,control,limousine,2004,manuell,105,golf,125000,12,diesel,volkswagen,nein,2016-04-03 00:00:00,0,99638,2016-04-05 12:18:13
167452,167452,2016-04-02 19:36:23,Ich_biete_meinen_BMW_320i_kombi_zum_tausch_oder_zur_Anzahlung_an,privat,Angebot,800,control,limousine,2016,manuell,150,3er,150000,0,benzin,bmw,ja,2016-04-02 00:00:00,0,46483,2016-04-06 20:47:31
124499,124499,2016-03-13 19:51:28,Volkswagen_Polo_1.2_Trendline,privat,Angebot,4444,control,kleinwagen,2008,manuell,60,polo,70000,7,benzin,volkswagen,nein,2016-03-13 00:00:00,0,22145,2016-03-24 07:16:09
134881,134881,2016-03-19 04:54:32,Peugeot_206_75_Grand_Filou_Cool,privat,Angebot,2590,test,kleinwagen,2002,manuell,75,2_reihe,150000,7,benzin,peugeot,nein,2016-03-18 00:00:00,0,54568,2016-04-06 05:16:56
297410,297410,2016-03-05 16:51:49,Mercedes_Benz_C180T_CGI_BE_Avantgarde_TOP_Zustand_Junger_Stern,privat,Angebot,14990,control,kombi,2010,manuell,156,c_klasse,100000,10,benzin,mercedes_benz,nein,2016-03-05 00:00:00,0,2625,2016-04-05 09:48:47
153304,153304,2016-03-28 18:48:41,Audi_A6_Avant_3.0_TDI_tiptronic_DPF_quattro,privat,Angebot,7100,control,kombi,2005,automatik,224,a6,150000,10,diesel,audi,nein,2016-03-28 00:00:00,0,40721,2016-03-28 18:48:41
184269,184269,2016-03-14 16:48:36,Volkswagen_Touran_2.0_TDI,privat,Angebot,7900,test,bus,2006,automatik,140,touran,150000,1,diesel,volkswagen,nein,2016-03-14 00:00:00,0,82407,2016-04-05 21:17:37
282727,282727,2016-03-21 10:25:24,Mercedes_Benz_C_180_Kompressor,privat,Angebot,6100,control,limousine,2006,manuell,143,c_klasse,150000,3,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,35614,2016-03-25 11:46:57
148104,148104,2016-04-03 23:50:15,Das_auto_ist_im_guten_Zustand_alu_felgen_16_Zoll,privat,Angebot,2650,control,limousine,2002,automatik,0,vectra,150000,11,benzin,opel,nein,2016-04-03 00:00:00,0,12047,2016-04-06 07:16:21
344882,344882,2016-03-12 17:54:46,Mazda_5_2.0__LPG_Autogas__Xenon__Klimaautomatik__grau_metallic,privat,Angebot,6300,test,bus,2006,manuell,145,5_reihe,150000,11,lpg,mazda,nein,2016-03-12 00:00:00,0,42657,2016-03-23 10:44:41
364960,364960,2016-03-06 22:48:15,BMW_118d_DPF_M_Sportfahrwerk__XENON__ALU__PDC.,privat,Angebot,7690,control,limousine,2007,manuell,143,1er,150000,8,diesel,bmw,nein,2016-03-06 00:00:00,0,33605,2016-03-10 06:45:43
369059,369059,2016-03-09 21:54:48,Verkaufe_Suzuki_Swift_1.3,privat,Angebot,4590,test,kleinwagen,2008,manuell,92,swift,125000,0,benzin,suzuki,nein,2016-03-09 00:00:00,0,30179,2016-04-06 00:16:56
318826,318826,2016-03-19 19:45:05,BMW_330i_xDrive_Xenon_Navi_Prof,privat,Angebot,14300,control,limousine,2008,manuell,272,3er,125000,9,benzin,bmw,nein,2016-03-19 00:00:00,0,84427,2016-03-29 00:18:00
361503,361503,2016-03-06 00:59:08,Audi_A4_B8_8K_2_0_TDI_19_Zoll_Rotor,privat,Angebot,16999,control,limousine,2011,manuell,143,a4,125000,9,diesel,audi,nein,2016-03-05 00:00:00,0,49733,2016-03-06 07:43:53
371513,371513,2016-03-21 15:36:22,Seat_Leon_1.9_TDI_4/5_Tueren,privat,Angebot,4400,control,limousine,2008,manuell,105,leon,150000,7,diesel,seat,nein,2016-03-21 00:00:00,0,45896,2016-04-06 15:45:01
192605,192605,2016-03-19 12:54:09,BMW_320_Td,privat,Angebot,3499,test,coupe,2001,manuell,150,3er,150000,9,diesel,bmw,nein,2016-03-19 00:00:00,0,88045,2016-04-06 17:46:10
313330,313330,2016-03-26 19:50:12,Peugeot_307_SW_Premium_110,privat,Angebot,2500,control,kombi,2004,manuell,109,3_reihe,125000,2,benzin,peugeot,nein,2016-03-26 00:00:00,0,12203,2016-03-26 19:50:12
198333,198333,2016-03-12 06:03:46,Mercedes_Benz_C350_CDI__blueefficiency_SPEZIAL_EDITION,privat,Angebot,19990,control,limousine,2010,automatik,231,c_klasse,90000,4,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,71065,2016-04-05 15:47:31
149329,149329,2016-03-05 19:45:23,Audi_A6_Avant_2.0TDI170Ps_S_line/Bose/Schiebedach/AHK,privat,Angebot,18500,test,kombi,2011,manuell,170,a6,150000,1,diesel,audi,nein,2016-03-05 00:00:00,0,95365,2016-03-20 22:17:44
42437,42437,2016-03-20 17:51:11,VW___Volkswagen_Golf_Plus_2.0_TDI___DPF_DSG_Team_Automatik,privat,Angebot,8000,test,limousine,2016,automatik,140,golf,150000,11,diesel,volkswagen,nein,2016-03-20 00:00:00,0,40595,2016-03-28 18:47:11
358138,358138,2016-03-11 10:51:34,VW_Passat_1.9_TDI,privat,Angebot,2900,test,limousine,2003,manuell,130,passat,150000,2,diesel,volkswagen,nein,2016-03-11 00:00:00,0,27313,2016-03-15 01:15:14
321307,321307,2016-03-10 03:36:25,Renault_Kangoo_Tuev_neu_02/2018,privat,Angebot,1950,control,bus,2000,manuell,75,kangoo,150000,10,benzin,renault,nein,2016-03-10 00:00:00,0,42283,2016-03-25 07:18:31
168815,168815,2016-03-24 16:37:17,Mazda_Mx_5,privat,Angebot,5399,control,cabrio,1992,manuell,115,mx_reihe,80000,5,benzin,mazda,nein,2016-03-24 00:00:00,0,37351,2016-04-05 06:16:04
118010,118010,2016-03-09 19:47:03,Q7_3.0_TDI_S_Line_Sport_Paket_PLUS__FACELIFT,privat,Angebot,14000,test,suv,2009,automatik,239,q7,60000,11,diesel,audi,nein,2016-03-09 00:00:00,0,10115,2016-03-09 19:47:03
120894,120894,2016-04-02 17:49:18,Mazda_MX_5_2.0_MZR,privat,Angebot,12500,control,cabrio,2008,manuell,160,mx_reihe,70000,5,benzin,mazda,nein,2016-04-02 00:00:00,0,89537,2016-04-06 17:17:43
161155,161155,2016-03-19 12:52:26,TÜV_NEU_Vivaro_Cosmo_Life_Tour_2_5_CDTI_Navi_AHK_Tisch_2xKlima,privat,Angebot,11999,test,limousine,2008,manuell,150,golf,90000,1,diesel,opel,nein,2015-11-23 00:00:00,0,7749,2016-03-27 17:44:16
346139,346139,2016-03-30 08:53:15,Gepflegter_opel_signum_3.0_v6cdti,privat,Angebot,2450,control,kombi,2004,automatik,177,signum,150000,6,diesel,opel,nein,2016-03-30 00:00:00,0,52477,2016-04-01 03:18:04
127078,127078,2016-03-15 13:41:16,BMW_320i,privat,Angebot,7900,control,limousine,2004,manuell,170,3er,150000,3,benzin,bmw,nein,2016-03-15 00:00:00,0,24321,2016-03-16 09:16:35
63112,63112,2016-03-12 17:56:37,Verkaufe_meinen_Corsa_B,privat,Angebot,1000,test,kleinwagen,1995,manuell,46,corsa,150000,11,benzin,opel,nein,2016-03-12 00:00:00,0,69198,2016-03-27 14:16:17
331588,331588,2016-04-03 22:54:49,Opel_Insignia_2.0_CDTI,privat,Angebot,21000,control,kombi,2014,automatik,162,insignia,60000,7,diesel,opel,nein,2016-04-03 00:00:00,0,46519,2016-04-06 01:45:11
40669,40669,2016-03-11 10:54:43,Volkswagen_Golf_1.6_Special__Klimaautomatik__Sitzheizung_,privat,Angebot,2900,test,limousine,2002,manuell,105,golf,150000,11,benzin,volkswagen,nein,2016-03-11 00:00:00,0,6542,2016-03-21 20:45:16
190442,190442,2016-03-05 15:59:45,Renault_Megane_2.0_Coupe_Cabriolet,privat,Angebot,8200,control,cabrio,2008,manuell,135,megane,70000,4,benzin,renault,nein,2016-03-05 00:00:00,0,56170,2016-04-06 05:46:21
330824,330824,2016-04-05 09:52:34,BMW_320d_e46_M_Paket_Top_Zustand!,privat,Angebot,5999,control,limousine,2003,manuell,150,3er,150000,4,diesel,bmw,nein,2016-04-05 00:00:00,0,93426,2016-04-07 13:16:40
105853,105853,2016-03-20 14:46:42,Mercedes_Benz_E_220_CDI_Classic,privat,Angebot,6950,test,limousine,2007,manuell,170,e_klasse,150000,8,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,77933,2016-03-21 17:19:37
214625,214625,2016-03-17 21:45:44,Skoda_Octavia_2.0_TDI,privat,Angebot,7000,test,limousine,2008,manuell,140,octavia,90000,0,diesel,skoda,nein,2016-03-17 00:00:00,0,25782,2016-04-01 14:45:00
256829,256829,2016-04-03 19:49:00,Golf_1.9TDI_Sportline__Xenon__Navi__Leder,privat,Angebot,2600,test,kleinwagen,2004,manuell,0,golf,150000,0,diesel,volkswagen,nein,2016-04-03 00:00:00,0,30159,2016-04-03 19:49:00
115609,115609,2016-03-26 15:56:09,Super_sparsames_Auto,privat,Angebot,1350,test,limousine,2017,manuell,54,seicento,150000,7,benzin,fiat,nein,2016-03-26 00:00:00,0,24791,2016-04-06 04:15:50
150071,150071,2016-03-26 15:37:13,Smart_Fortwo_Coupe_Passion,privat,Angebot,3850,test,kleinwagen,2007,automatik,61,fortwo,80000,3,benzin,smart,nein,2016-03-26 00:00:00,0,25436,2016-04-06 03:17:37
125325,125325,2016-03-15 19:25:25,Seat_5F,privat,Angebot,15000,test,limousine,2013,manuell,0,leon,30000,1,benzin,seat,nein,2016-03-15 00:00:00,0,35686,2016-04-07 01:16:51
246039,246039,2016-03-10 15:51:57,Audi_A6_2.0_TDI_DPF_multitronic,privat,Angebot,24500,test,limousine,2012,automatik,177,a6,90000,2,diesel,audi,nein,2016-03-10 00:00:00,0,70794,2016-04-05 13:17:30
370081,370081,2016-04-02 07:37:15,Opel_Corsa_D_Eco_Flex_1.3,privat,Angebot,4499,test,kleinwagen,2009,manuell,75,corsa,150000,1,diesel,opel,nein,2016-04-02 00:00:00,0,59846,2016-04-06 05:15:55
69970,69970,2016-03-24 18:30:53,Opel_Astra_2.0_DTI_Sportive_Reserviert_bis_18:30Uhr,privat,Angebot,2999,test,limousine,2017,manuell,101,astra,80000,5,benzin,opel,nein,2016-03-24 00:00:00,0,53783,2016-03-24 18:45:33
142493,142493,2016-04-01 19:38:15,Alfa_Romeo_Montreal_V8_No_GTC_Spider_Veloce,privat,Angebot,49999,control,coupe,1974,manuell,200,andere,100000,7,benzin,alfa_romeo,nein,2016-04-01 00:00:00,0,22609,2016-04-05 15:44:53
100937,100937,2016-03-15 17:56:03,zu_verkaufen,privat,Angebot,7790,control,suv,2005,manuell,150,x_reihe,150000,1,diesel,bmw,nein,2016-03-15 00:00:00,0,66583,2016-04-06 17:15:37
33628,33628,2016-03-09 17:38:39,Volkswagen_Golf_1.4_TSI_Highline,privat,Angebot,12250,test,limousine,2011,manuell,122,golf,50000,12,benzin,volkswagen,nein,2016-03-09 00:00:00,0,58762,2016-04-07 08:16:09
258059,258059,2016-03-12 20:38:53,Renault_Scenic_1.9_dCi_FAP_Exception,privat,Angebot,5200,test,bus,2006,manuell,131,scenic,150000,6,diesel,renault,nein,2016-03-12 00:00:00,0,32791,2016-03-14 13:16:41
123199,123199,2016-03-08 13:58:31,BMW_Steuerkette_Neu,privat,Angebot,4250,control,limousine,2005,manuell,116,1er,150000,6,benzin,bmw,nein,2016-03-08 00:00:00,0,84503,2016-03-08 21:17:26
184857,184857,2016-04-04 20:43:27,Renault_Clio_1.2_16V_Chiemsee,privat,Angebot,1900,control,kleinwagen,2003,manuell,75,clio,125000,6,benzin,renault,nein,2016-04-04 00:00:00,0,69493,2016-04-06 22:46:41
346473,346473,2016-03-07 19:45:04,BMW_320i_Touring,privat,Angebot,9690,control,kombi,2008,manuell,170,3er,150000,6,benzin,bmw,nein,2016-03-07 00:00:00,0,80999,2016-04-03 09:47:29
57971,57971,2016-03-07 20:44:25,Fiat_Grande_Punto_1.4_T_Jet_16V_Sport,privat,Angebot,3500,test,kleinwagen,2007,manuell,120,andere,90000,8,benzin,fiat,nein,2016-03-07 00:00:00,0,86943,2016-03-12 06:15:38
111134,111134,2016-03-18 00:37:15,Lupo_VW_1Liter_MPI,privat,Angebot,1250,test,kleinwagen,2001,manuell,50,lupo,150000,5,benzin,volkswagen,nein,2016-03-18 00:00:00,0,38120,2016-03-21 06:47:48
90622,90622,2016-03-14 10:45:05,Audi_A4_Avant_S_line_2.0_TDI_Ambition,privat,Angebot,13900,control,kombi,2009,manuell,170,a4,150000,7,benzin,audi,nein,2016-03-14 00:00:00,0,97797,2016-04-07 10:46:17
86721,86721,2016-03-21 01:00:58,Ford_Tuev_und_Zahnriemen_neu,privat,Angebot,1600,test,limousine,1999,manuell,75,focus,150000,8,benzin,ford,nein,2016-03-20 00:00:00,0,31600,2016-03-23 18:18:25
158320,158320,2016-03-25 19:52:43,Volvo_244_GL_Oldtimer,privat,Angebot,2000,test,limousine,1979,manuell,107,andere,150000,0,benzin,volvo,nein,2016-03-25 00:00:00,0,29456,2016-04-07 02:45:59
272949,272949,2016-03-25 15:54:04,Chrysler_Grand_Voyager_2.8_CRD_Automatikgetribe_DEFEKT!,privat,Angebot,3600,test,bus,2006,automatik,150,grand,125000,2,diesel,chrysler,ja,2016-03-25 00:00:00,0,8451,2016-04-02 19:48:12
4716,4716,2016-03-29 12:37:24,Volvo_C30_DRIVe_Start_Stop_AHK_1.6D,privat,Angebot,9250,test,limousine,2017,manuell,114,c_reihe,90000,1,diesel,volvo,nein,2016-03-29 00:00:00,0,48301,2016-04-05 21:44:43
157491,157491,2016-04-06 13:25:35,Merzede_A_160_Automatik_Preis_ist_vb,privat,Angebot,600,test,kleinwagen,1999,automatik,102,a_klasse,150000,10,benzin,mercedes_benz,ja,2016-04-06 00:00:00,0,35396,2016-04-06 13:25:35
93458,93458,2016-04-05 12:11:49,MINI_Cooper_S_Aut._Navi_Harman_Kardon_GSD,privat,Angebot,17900,test,kleinwagen,2011,automatik,184,cooper,50000,11,benzin,mini,nein,2016-04-03 00:00:00,0,60598,2016-04-05 12:11:49
270261,270261,2016-03-23 00:58:08,Audi_80_b3_TÜV_02/2018_Zahnriemen_neu_guter_Zustand,privat,Angebot,1000,test,limousine,1993,manuell,70,80,150000,0,benzin,audi,nein,2016-03-22 00:00:00,0,82205,2016-04-07 06:15:54
280044,280044,2016-04-05 10:50:34,Volkswagen_Crafter_35_TDI_DPF,privat,Angebot,16950,control,bus,2011,manuell,163,andere,150000,11,diesel,volkswagen,nein,2016-04-05 00:00:00,0,89079,2016-04-07 14:33:00
48967,48967,2016-03-18 21:36:54,Bmw_320_i_e36,privat,Angebot,1050,control,kombi,1998,manuell,150,3er,150000,5,benzin,bmw,nein,2016-03-18 00:00:00,0,59229,2016-03-18 21:36:54
103185,103185,2016-03-12 22:49:39,Renault_Clio_1.2__Koenigs_blau__Klimaanlage__5_Tueren,privat,Angebot,1150,control,kleinwagen,1999,manuell,60,clio,125000,12,benzin,renault,nein,2016-03-12 00:00:00,0,1900,2016-04-03 22:45:51
185790,185790,2016-03-27 21:47:50,Audi_R8_4S,privat,Angebot,72000,test,coupe,2015,manuell,540,andere,90000,5,benzin,audi,nein,2016-03-27 00:00:00,0,20097,2016-04-05 20:47:16
235531,235531,2016-03-20 12:37:13,Rover_200__1_4_Tuev__Alu,privat,Angebot,799,test,limousine,2016,manuell,75,andere,150000,3,benzin,rover,nein,2016-03-20 00:00:00,0,97424,2016-04-06 11:17:39
127983,127983,2016-03-22 15:38:51,Audi_A3_1.9_TDI_quattro_S_Line,privat,Angebot,2499,control,limousine,2002,manuell,131,a3,150000,10,diesel,audi,nein,2016-03-22 00:00:00,0,13088,2016-04-04 04:16:12
267412,267412,2016-03-07 11:37:58,Volkswagen_VW_Polo_9N_1.2_So/Wi_Reifen_TÜV_NEU_sehr_gepflegt,privat,Angebot,2190,test,kleinwagen,2004,manuell,54,polo,150000,12,benzin,volkswagen,nein,2016-03-07 00:00:00,0,96355,2016-03-15 22:15:26
36167,36167,2016-03-24 17:51:39,Opel_Astra_GTC_180_PS,privat,Angebot,6290,control,coupe,2007,manuell,180,astra,150000,11,benzin,opel,nein,2016-03-24 00:00:00,0,44263,2016-04-07 11:16:20
232888,232888,2016-03-29 10:48:52,Focus_Tdci_1_8_sehr_Sparsam,privat,Angebot,850,control,limousine,2017,manuell,116,focus,150000,4,diesel,ford,ja,2016-03-29 00:00:00,0,53797,2016-03-31 03:15:42
